transaction_id,amount,timestamp,description
TXN-74020D32951D,15410.03,2024-10-10T13:36:02+00:00,Settlement ACC0054
TXN-F678034823F3,42424.34,2024-01-19T08:49:01+00:00,ACH credit ACC0092
TXN-2D7F81A8A884,27168.04,2024-08-07T15:32:14+00:00,ACH credit ACC0080
TXN-D407CEC86B9F,27807.45,2024-07-27T07:46:00+00:00,Deposit ref ACC0051
TXN-E1D1797E1BF6,11568.46,2024-01-03T19:16:35+00:00,Deposit ref ACC0077
TXN-8333EB2DE869,3312.34,2024-03-21T20:55:12+00:00,Deposit ref ACC0050
TXN-DE5F76AD3A82,15594.97,2024-07-21T17:15:33+00:00,ACH credit ACC0046
TXN-D84860020276,20765.14,2024-07-25T17:26:37+00:00,Deposit ref ACC0021
TXN-D79F60D39715,13593.04,2024-05-04T03:54:32+00:00,Deposit ref ACC0031
TXN-B9E824196E45,47788.04,2024-07-02T23:44:45+00:00,ACH credit ACC0092
TXN-43A6FC41212F,7202.19,2024-10-25T12:52:17+00:00,Settlement ACC0014
TXN-82CDFD9F6748,11783.71,2024-10-19T17:31:16+00:00,ACH credit ACC0050
TXN-14E2BF95D4F6,18548.0,2024-04-08T23:00:44+00:00,Payment from ACC0093
TXN-AA815989BFE0,8762.71,2024-10-29T14:08:07+00:00,Settlement ACC0083
TXN-BA86BD0483C9,42731.52,2024-08-03T21:51:52+00:00,Deposit ref ACC0052
TXN-0CBB4AC5C1C3,30149.29,2024-11-26T17:12:24+00:00,Payment from ACC0068
TXN-266BEF03E6D2,11985.7,2024-10-23T22:00:48+00:00,Deposit ref ACC0081
TXN-F30012F98913,15998.85,2024-01-19T11:15:27+00:00,Wire transfer ACC0032
TXN-D93379C91173,32876.28,2024-09-17T21:43:52+00:00,ACH credit ACC0022
TXN-6D368CE5D5AD,35592.9,2024-12-03T16:22:22+00:00,Wire transfer ACC0024
TXN-36941A21F9BF,27902.58,2024-05-30T03:02:22+00:00,ACH credit ACC0013
TXN-AB36BC1C4957,4970.69,2024-10-23T05:13:30+00:00,Wire transfer ACC0095
TXN-BD6F280A1DDE,14437.2,2024-05-30T01:01:55+00:00,Deposit ref ACC0071
TXN-0A03B918D68A,48207.48,2024-08-17T12:17:15+00:00,Deposit ref ACC0059
TXN-D679FBB26A9C,18816.69,2024-03-26T12:30:06+00:00,Wire transfer ACC0076
TXN-4E40E4F49C4B,26560.78,2024-07-05T03:06:50+00:00,Payment from ACC0055
TXN-0E6E9F140D9C,44672.79,2024-05-09T06:54:36+00:00,Deposit ref ACC0050
TXN-32C9DD36E66F,10928.71,2024-10-02T00:32:36+00:00,Wire transfer ACC0061
TXN-297A74F8FA4E,11475.5,2024-10-13T10:52:01+00:00,ACH credit ACC0040
TXN-789BDDBF0DA3,25560.81,2024-06-12T07:16:50+00:00,Wire transfer ACC0036
TXN-F03FB98317DB,43171.93,2024-01-15T11:26:22+00:00,Settlement ACC0074
TXN-9A9FC82D57D7,25863.32,2024-07-25T04:41:14+00:00,Wire transfer ACC0083
TXN-3A828334B2CD,18625.78,2024-11-13T01:12:37+00:00,Wire transfer ACC0016
TXN-5BB9FBA95846,27633.23,2024-05-23T05:40:12+00:00,Wire transfer ACC0042
TXN-3687BBB138D0,30888.72,2024-04-19T19:01:05+00:00,Payment from ACC0093
TXN-49BFDD226AA3,22156.18,2024-05-16T19:53:54+00:00,ACH credit ACC0077
TXN-4C9F0849144B,20033.99,2024-01-25T03:17:03+00:00,Deposit ref ACC0064
TXN-256DA2A8BF65,19680.77,2024-05-26T12:52:39+00:00,Deposit ref ACC0024
TXN-549E2AAF319F,4521.73,2024-09-30T16:33:52+00:00,ACH credit ACC0049
TXN-987F1C6E9661,17470.32,2024-06-11T18:18:18+00:00,Settlement ACC0026
TXN-349800FF1484,8682.22,2024-08-18T07:21:03+00:00,ACH credit ACC0034
TXN-32F0CC273A70,31541.41,2024-11-07T12:44:54+00:00,Deposit ref ACC0032
TXN-A1736D05F2DA,30298.58,2024-10-17T11:10:20+00:00,Payment from ACC0022
TXN-3B9E4BE34010,35794.01,2024-06-01T04:50:53+00:00,Settlement ACC0090
TXN-213D6362E4B0,49847.3,2024-06-18T06:44:33+00:00,Settlement ACC0024
TXN-F128650BBA2C,29447.68,2024-07-22T11:41:05+00:00,Payment from ACC0056
TXN-A0685FAD0363,44830.68,2024-02-24T09:01:01+00:00,Payment from ACC0012
TXN-2A7C8199D4D8,21017.01,2024-09-08T18:56:40+00:00,Deposit ref ACC0091
TXN-E712DB97BE20,28042.13,2024-05-07T14:39:23+00:00,Wire transfer ACC0050
TXN-9D97C9A510C2,10033.56,2024-12-10T21:01:16+00:00,Payment from ACC0034
TXN-A44579AD5D96,10524.27,2024-02-05T06:13:59+00:00,Deposit ref ACC0025
TXN-33D135D713A8,48138.79,2024-10-21T18:51:13+00:00,Payment from ACC0005
TXN-BB115994ABAB,29012.09,2024-06-11T08:58:24+00:00,Settlement ACC0050
TXN-ABB4DE4EFBB4,9582.52,2024-01-26T15:40:49+00:00,Payment from ACC0051
TXN-00FC2446AD78,2993.05,2024-06-16T17:19:47+00:00,Payment from ACC0053
TXN-0E971ABA62D6,7860.2,2024-02-13T00:12:30+00:00,Wire transfer ACC0051
TXN-524CF92C5BBE,1319.65,2024-08-25T16:04:54+00:00,Deposit ref ACC0024
TXN-236DC77DBCCD,9728.23,2024-08-15T10:59:34+00:00,ACH credit ACC0057
TXN-100C0846CDEC,6101.2,2024-04-02T14:25:02+00:00,Settlement ACC0039
TXN-958C1AD80663,40305.18,2024-11-05T22:48:11+00:00,Payment from ACC0051
TXN-38FBEDCC6264,1898.36,2024-04-07T07:48:53+00:00,Payment from ACC0051
TXN-B9403829EF7D,8497.26,2024-07-28T02:24:30+00:00,ACH credit ACC0044
TXN-4F01D6F376F9,44792.0,2024-01-09T22:26:42+00:00,Wire transfer ACC0066
TXN-36DD61AC585C,3170.46,2024-04-16T08:52:16+00:00,Wire transfer ACC0043
TXN-44BAC99DA14F,27451.34,2024-08-12T05:24:09+00:00,Deposit ref ACC0092
TXN-A7DB26511190,36228.67,2024-02-17T06:21:40+00:00,Wire transfer ACC0075
TXN-C69FB9550D10,40760.89,2024-02-22T15:46:48+00:00,Settlement ACC0087
TXN-17B708C6B23E,28237.87,2024-08-25T15:08:28+00:00,ACH credit ACC0055
TXN-49E4084C9C9F,21124.08,2024-12-22T17:28:15+00:00,Payment from ACC0092
TXN-3B75453D0FC8,23147.79,2024-05-19T07:42:50+00:00,ACH credit ACC0062
TXN-ED5B567EDEE7,21440.21,2024-02-16T05:06:48+00:00,FX transfer CAD ACC0082
TXN-871F427DC239,29248.71,2024-03-11T14:48:45+00:00,Settlement ACC0057
TXN-CB395C7ED909,1713.84,2024-09-09T14:22:31+00:00,Deposit ref ACC0039
TXN-ED0C83D93D17,38854.51,2024-10-01T11:56:41+00:00,ACH credit ACC0087
TXN-A2D81A111489,41230.89,2024-08-22T21:35:51+00:00,Wire transfer ACC0009
TXN-BF506CA8A974,38942.63,2024-07-24T09:21:06+00:00,Deposit ref ACC0096
TXN-A0B5A5DF3FED,12730.32,2024-01-02T04:06:22+00:00,Wire transfer ACC0051
TXN-20202CFE35CF,44497.33,2024-09-13T04:23:50+00:00,Settlement ACC0071
TXN-BE566D48845B,23688.16,2024-04-18T07:33:25+00:00,Settlement ACC0054
TXN-905C89836E06,7648.74,2024-03-24T02:11:07+00:00,Payment from ACC0089
TXN-B09FF898FE8F,5412.88,2024-06-18T18:44:25+00:00,Settlement ACC0077
TXN-1D84D4387300,10527.22,2024-12-11T17:42:03+00:00,Wire transfer ACC0039
TXN-2AC21D61DD24,6433.83,2024-10-23T08:05:17+00:00,Wire transfer ACC0050
TXN-A25CFA91D0EB,30744.01,2024-01-17T06:18:07+00:00,Settlement ACC0082
TXN-0BF654FB19F1,27382.71,2024-01-24T01:23:02+00:00,Settlement ACC0064
TXN-A417CD14F690,7961.07,2024-05-05T05:01:44+00:00,Wire transfer ACC0071
TXN-0783172FE94A,27238.82,2024-01-31T17:44:21+00:00,Settlement ACC0060
TXN-FA4EC8A4D0CD,48333.91,2024-08-30T06:11:31+00:00,Deposit ref ACC0067
TXN-0FB73D5D88EE,7751.5,2024-01-26T10:47:20+00:00,Wire transfer ACC0032
TXN-99F8EFE4C017,48760.62,2024-05-11T12:16:32+00:00,Wire transfer ACC0047
TXN-DB288DF3203A,3727.24,2024-04-09T00:28:05+00:00,ACH credit ACC0055
TXN-B4B9C0AB8C06,31785.41,2024-02-03T18:21:38+00:00,ACH credit ACC0040
TXN-356656C3B5D4,22893.41,2024-02-13T16:29:27+00:00,Wire transfer ACC0063
TXN-39A90F16BDBE,43442.24,2024-03-10T11:09:32+00:00,Payment from ACC0021
TXN-DE298368887C,37047.14,2024-04-02T22:16:13+00:00,Wire transfer ACC0079
TXN-6C191E1BF3FE,27291.79,2024-07-03T09:57:40+00:00,Wire transfer ACC0041
TXN-F1154487CAE1,10185.71,2024-02-23T06:09:29+00:00,Deposit ref ACC0011
TXN-764285A51B39,37592.42,2024-01-03T19:21:26+00:00,Deposit ref ACC0035
TXN-6DF3A8F087D4,47091.48,2024-08-28T09:35:41+00:00,ACH credit ACC0010
TXN-B6D1276E0CA7,4875.01,2024-05-05T14:28:46+00:00,Deposit ref ACC0051
TXN-B2B539707828,17435.36,2024-11-13T04:27:43+00:00,Payment from ACC0034
TXN-827B4C2DFCEE,42539.34,2024-10-26T08:39:35+00:00,Deposit ref ACC0051
TXN-9BF31569715A,7037.87,2024-12-18T04:26:35+00:00,ACH credit ACC0097
TXN-35B3560F893C,10827.07,2024-07-07T01:03:28+00:00,ACH credit ACC0025
TXN-AADE9D6D330A,16405.01,2024-08-26T02:12:32+00:00,ACH credit ACC0018
TXN-09357362CC9F,17243.61,2024-06-04T20:30:06+00:00,Payment from ACC0026
TXN-72DABD444FDA,5453.29,2024-03-10T05:23:43+00:00,Wire transfer ACC0007
TXN-F55090496314,34811.6,2024-02-23T07:28:36+00:00,Payment from ACC0072
TXN-1031F09C5E21,11511.37,2024-07-13T03:52:07+00:00,Wire transfer ACC0083
TXN-E9A3ABD16BA0,46829.36,2024-09-19T00:01:47+00:00,Deposit ref ACC0051
TXN-A28B37553E51,36318.4,2024-04-20T11:33:57+00:00,Deposit ref ACC0001
TXN-53497ED8AAAB,25115.78,2024-09-28T00:31:04+00:00,Settlement ACC0003
TXN-4AFBE81B78B9,34983.73,2024-09-15T07:55:57+00:00,ACH credit ACC0024
TXN-266EE01F6169,28704.4,2024-09-23T03:57:12+00:00,Settlement ACC0052
TXN-2DC06A7BA944,39625.16,2024-08-01T14:02:58+00:00,Settlement ACC0022
TXN-865C6E1154ED,7216.33,2024-12-04T05:41:01+00:00,Wire transfer ACC0093
TXN-941EE71DA195,46092.77,2024-05-15T23:19:44+00:00,Settlement ACC0033
TXN-69B606A14C39,34962.16,2024-12-19T15:59:09+00:00,Wire transfer ACC0088
TXN-8A626028F55F,7824.61,2024-03-26T09:17:49+00:00,Wire transfer ACC0061
TXN-965A091682AC,36168.15,2024-03-20T23:16:03+00:00,Wire transfer ACC0018
TXN-04A3D39B8943,31293.36,2024-12-07T05:51:56+00:00,Settlement ACC0008
TXN-4CAAF814F17A,46722.3,2024-03-28T09:49:14+00:00,Payment from ACC0094
TXN-5089B8177997,32074.05,2024-12-18T19:37:58+00:00,Deposit ref ACC0063
TXN-52337B886D17,34159.9,2024-07-12T06:35:41+00:00,Deposit ref ACC0080
TXN-1A30FC2DD6C2,19060.18,2024-03-16T22:45:12+00:00,Settlement ACC0071
TXN-0DF5402B27AC,44212.35,2024-11-15T12:54:38+00:00,Payment from ACC0088
TXN-BAC27B84EB90,9726.94,2024-02-19T08:57:50+00:00,ACH credit ACC0090
TXN-1FDFCC76E743,40879.95,2024-05-15T07:11:23+00:00,Payment from ACC0080
TXN-809C2C486E11,24497.43,2024-08-06T14:50:03+00:00,ACH credit ACC0069
TXN-A2DA4CC257F4,37123.21,2024-08-05T23:25:14+00:00,Settlement ACC0029
TXN-5950E63C792D,40514.87,2024-08-24T02:57:47+00:00,Payment from ACC0084
TXN-38BA035B9251,6270.62,2024-09-29T08:56:31+00:00,Settlement ACC0090
TXN-1866235E667D,3748.11,2024-08-11T10:42:19+00:00,Wire transfer ACC0037
TXN-9BF25873B7A0,35691.27,2024-11-30T20:23:03+00:00,Deposit ref ACC0009
TXN-A11BAFEF119B,23274.18,2024-11-04T20:10:07+00:00,ACH credit ACC0028
TXN-A423B90E374D,42243.88,2024-05-07T02:39:56+00:00,Payment from ACC0100
TXN-9A2ED0B87557,43915.18,2024-03-22T21:15:57+00:00,Deposit ref ACC0036
TXN-7A5A816CD27C,5153.7,2024-11-04T00:43:26+00:00,Deposit ref ACC0051
TXN-ED96A787C910,29945.8,2024-05-31T17:56:30+00:00,Wire transfer ACC0057
TXN-4D5D0E142724,31812.65,2024-10-28T15:17:09+00:00,ACH credit ACC0014
TXN-4B45006F2DBB,20894.41,2024-01-18T04:11:57+00:00,Payment from ACC0001
TXN-F5156CA04230,21539.75,2024-05-01T08:20:06+00:00,Settlement ACC0063
TXN-E36ADB1694A5,43141.7,2024-05-21T00:56:29+00:00,Deposit ref ACC0100
TXN-7AD32657AC30,39375.87,2024-08-30T08:10:39+00:00,Payment from ACC0077
TXN-42803BCA6583,28393.38,2024-10-21T02:23:12+00:00,Wire transfer ACC0038
TXN-6613A2376993,17534.25,2024-12-19T04:08:53+00:00,Settlement ACC0007
TXN-307C75787AE9,5650.75,2024-06-30T04:20:04+00:00,Settlement ACC0033
TXN-39B756327972,40350.22,2024-04-01T07:31:28+00:00,ACH credit ACC0054
TXN-731F3A593775,48522.16,2024-01-22T17:43:22+00:00,Settlement ACC0011
TXN-59CA321DBCED,29411.05,2024-12-21T20:50:46+00:00,ACH credit ACC0041
TXN-97ED9E7EAB46,5785.65,2024-12-17T03:25:49+00:00,Settlement ACC0039
TXN-851597F262C9,1923.99,2024-08-24T15:35:10+00:00,Payment from ACC0048
TXN-42C76C566B33,25575.61,2024-02-27T05:37:34+00:00,Settlement ACC0063
TXN-177C13BAD7A4,10368.36,2024-09-25T05:46:03+00:00,Payment from ACC0080
TXN-891827AD59FC,2271.24,2024-05-28T03:43:57+00:00,Wire transfer ACC0002
TXN-AD4F2951F77B,1161.11,2024-08-10T12:34:42+00:00,Deposit ref ACC0029
TXN-B6DDF7FA2C4A,38158.44,2024-07-12T12:10:17+00:00,Deposit ref ACC0025
TXN-2E1D589AD03D,37232.0,2024-05-24T17:19:13+00:00,Wire transfer ACC0013
TXN-33357A0D6A7F,15036.99,2024-07-20T17:33:37+00:00,ACH credit ACC0032
TXN-A28D9EFC7A68,35602.06,2024-02-16T05:26:12+00:00,ACH credit ACC0031
TXN-550AC569CE9E,41765.41,2024-04-15T22:40:29+00:00,Wire transfer ACC0029
TXN-B62E311C1725,47347.94,2024-05-12T23:05:30+00:00,Wire transfer ACC0086
TXN-08AB8B9AC541,45003.34,2024-07-15T22:43:27+00:00,ACH credit ACC0093
TXN-7DC55A05B315,46241.3,2024-04-17T20:04:17+00:00,Payment from ACC0030
TXN-63CFF6C541BB,11065.17,2024-07-10T18:37:49+00:00,ACH credit ACC0092
TXN-CD6F2FEDFA99,7094.0,2024-09-21T07:24:46+00:00,Wire transfer ACC0025
TXN-9676B4B95932,48468.41,2024-05-06T08:55:13+00:00,Wire transfer ACC0054
TXN-7A8271ED3575,13446.99,2024-08-13T21:29:58+00:00,Settlement ACC0042
TXN-19AF626F1FB3,12578.98,2024-12-29T20:15:44+00:00,Settlement ACC0097
TXN-75913A899739,31366.48,2024-12-11T02:23:27+00:00,Settlement ACC0052
TXN-90F7D73732F1,24874.29,2024-06-16T05:59:44+00:00,Wire transfer ACC0001
TXN-8134B11E46D6,45958.86,2024-12-27T10:42:19+00:00,Wire transfer ACC0089
TXN-0F60E3364983,48101.83,2024-09-25T02:11:17+00:00,ACH credit ACC0082
TXN-04C25E81AC6E,29583.13,2024-11-21T01:18:11+00:00,Settlement ACC0028
TXN-CCFE497CBCDF,48806.65,2024-04-01T10:53:06+00:00,Deposit ref ACC0038
TXN-B2CC33DE7ED6,35045.34,2024-05-24T15:52:36+00:00,Settlement ACC0053
TXN-DDBD61B77B2B,9501.57,2024-09-22T08:06:39+00:00,Settlement ACC0050
TXN-2A7B5B436F18,16872.39,2024-01-09T10:04:42+00:00,Settlement ACC0035
TXN-4EE8847AE4E2,13504.76,2024-04-01T13:51:48+00:00,Deposit ref ACC0093
TXN-7A0AD72C10D0,4672.34,2024-06-18T21:03:34+00:00,Payment from ACC0012
TXN-029006A2C2EF,46858.77,2024-07-25T21:18:14+00:00,Deposit ref ACC0035
TXN-DEA9D787E528,31923.06,2024-01-13T13:40:49+00:00,Wire transfer ACC0026
TXN-0F3766D79F18,25230.44,2024-01-23T01:52:51+00:00,Settlement ACC0065
TXN-4CBC9D65B439,29388.28,2024-02-15T17:12:45+00:00,Wire transfer ACC0008
TXN-4F243E81720E,49897.74,2024-12-10T21:30:37+00:00,Deposit ref ACC0088
TXN-390BB21704EA,31559.37,2024-07-03T13:16:35+00:00,Wire transfer ACC0085
TXN-5D1510E765FB,42123.51,2024-03-23T15:00:44+00:00,Deposit ref ACC0045
TXN-7CBCE272091F,35792.58,2024-08-23T17:26:05+00:00,Deposit ref ACC0016
TXN-412ED1201601,23189.05,2024-11-13T18:07:53+00:00,Settlement ACC0100
TXN-328B6677E80F,45425.93,2024-10-31T23:11:21+00:00,Payment from ACC0082
TXN-BE05990D6C4A,28509.64,2024-02-01T22:16:03+00:00,ACH credit ACC0079
TXN-64CF44B7530E,14836.53,2024-10-19T09:25:29+00:00,ACH credit ACC0005
TXN-C79E78C0028F,15586.8,2024-07-21T03:29:09+00:00,Payment from ACC0053
TXN-D4AF83B8F28C,8886.88,2024-02-21T20:09:16+00:00,ACH credit ACC0061
TXN-CE3EAA3DB9B9,8629.28,2024-12-29T14:52:12+00:00,Deposit ref ACC0054
TXN-32CE931AD5DF,48176.86,2024-01-23T07:35:39+00:00,Wire transfer ACC0092
TXN-9913DF58A8CB,37559.14,2024-07-14T11:03:12+00:00,Wire transfer ACC0078
TXN-93596EC7871E,27539.8,2024-09-07T05:15:13+00:00,Payment from ACC0085
TXN-AFEF7FE00030,27739.03,2024-02-25T07:16:57+00:00,ACH credit ACC0004
TXN-CB3E61700160,26966.07,2024-03-28T17:01:10+00:00,Wire transfer ACC0014
TXN-C843A28E667C,37128.12,2024-06-07T22:07:14+00:00,Payment from ACC0092
TXN-6FD60D2B712F,38151.29,2024-09-10T00:53:40+00:00,Wire transfer ACC0032
TXN-5A592683C738,3232.93,2024-05-12T23:37:07+00:00,Deposit ref ACC0043
TXN-5D3F5AA5CE1E,34445.24,2024-07-07T22:32:30+00:00,Payment from ACC0081
TXN-47B54B1EF555,35018.82,2024-10-03T09:02:22+00:00,ACH credit ACC0045
TXN-1D2D87A20D63,45057.79,2024-12-17T13:08:45+00:00,Wire transfer ACC0093
TXN-7A5C9308DA63,39951.61,2024-01-03T14:07:23+00:00,Settlement ACC0069
TXN-3D73F44DD001,24635.14,2024-07-27T05:51:47+00:00,Wire transfer ACC0069
TXN-BC17C2290958,32246.59,2024-04-20T16:59:38+00:00,Wire transfer ACC0007
TXN-F7376B32F378,37711.03,2024-04-09T12:41:10+00:00,ACH credit ACC0026
TXN-49D513BC9564,34756.56,2024-10-23T01:02:15+00:00,Payment from ACC0018
TXN-BA750ECC8BC2,20651.06,2024-11-27T11:01:44+00:00,Payment from ACC0035
TXN-B6D0A4F007D9,4518.08,2024-05-05T20:35:45+00:00,Wire transfer ACC0059
TXN-5715F259D823,2215.71,2024-08-06T17:30:57+00:00,Settlement ACC0084
TXN-84B59CBB1111,25637.22,2024-10-22T14:31:49+00:00,Wire transfer ACC0084
TXN-3A0DEC96007D,41476.71,2024-09-23T19:40:32+00:00,Wire transfer ACC0058
TXN-864159B512E1,36132.88,2024-09-24T05:42:01+00:00,Settlement ACC0014
TXN-74F2E642BAFF,83.09,2024-09-12T06:30:57+00:00,Settlement ACC0043
TXN-BF319C4FCDBD,2411.96,2024-02-06T04:47:19+00:00,ACH credit ACC0006
TXN-4E1BA6FE8BA2,13875.03,2024-08-01T00:18:13+00:00,Deposit ref ACC0009
TXN-FCD5179D0BBE,4836.06,2024-02-11T06:02:46+00:00,Settlement ACC0030
TXN-F266527764D8,25699.6,2024-02-07T06:22:43+00:00,Wire transfer ACC0042
TXN-1A9F27FA2BC7,16349.71,2024-04-28T22:35:10+00:00,Payment from ACC0001
TXN-8759CB32D406,41999.73,2024-02-29T21:52:31+00:00,ACH credit ACC0047
TXN-92B808A63848,4390.54,2024-11-15T23:16:46+00:00,Deposit ref ACC0055
TXN-CE4CC49E2666,9432.22,2024-08-29T02:57:00+00:00,Settlement ACC0023
TXN-8EB86998B9F1,36264.18,2024-07-24T04:18:32+00:00,Settlement ACC0093
TXN-D6793CFA61AF,6444.44,2024-09-26T14:49:31+00:00,Wire transfer ACC0029
TXN-0FD61035F653,35285.08,2024-02-23T12:59:45+00:00,Deposit ref ACC0025
TXN-0829417490C6,13431.29,2024-08-21T03:34:52+00:00,Settlement ACC0061
TXN-E9679B8B0631,10489.8,2024-07-08T22:49:15+00:00,Deposit ref ACC0097
TXN-232986B6639C,18946.25,2024-10-12T14:38:00+00:00,ACH credit ACC0019
TXN-11CF690E196D,10971.61,2024-10-26T04:00:28+00:00,Wire transfer ACC0065
TXN-E05D56D2A503,12589.83,2024-10-15T21:25:14+00:00,Payment from ACC0085
TXN-337E9C4AA028,15395.55,2024-07-15T18:41:22+00:00,Deposit ref ACC0009
TXN-124B4F1BC24D,6111.47,2024-12-02T16:35:13+00:00,Wire transfer ACC0088
TXN-2C62BDB99151,35930.03,2024-04-23T02:51:06+00:00,Settlement ACC0031
TXN-44E21F125E0F,28250.0,2024-05-06T22:17:29+00:00,Deposit ref ACC0070
TXN-8B50255E4EAA,38213.75,2024-08-18T07:57:18+00:00,Wire transfer ACC0028
TXN-3FE5CA4EA0CF,36607.15,2024-07-21T07:04:58+00:00,Wire transfer ACC0055
TXN-D5A368F1184F,32407.66,2024-08-18T02:47:43+00:00,Payment from ACC0031
TXN-E93ADCD10840,32197.53,2024-12-10T16:50:34+00:00,Deposit ref ACC0058
TXN-360C6342F454,7092.05,2024-04-05T14:30:00+00:00,Deposit ref ACC0020
TXN-9C6DECCACC56,42288.84,2024-10-31T02:54:14+00:00,Deposit ref ACC0096
TXN-8C1B227BC6CE,30807.64,2024-06-20T19:18:59+00:00,Wire transfer ACC0053
TXN-CD3995629BC0,49726.83,2024-03-18T08:29:27+00:00,Settlement ACC0095
TXN-5924E443E154,7302.08,2024-09-15T09:31:04+00:00,Payment from ACC0037
TXN-47FB9C11923B,45796.35,2024-10-23T01:50:48+00:00,Wire transfer ACC0078
TXN-74AC7D12A6AF,30744.33,2024-04-03T10:13:16+00:00,Deposit ref ACC0001
TXN-B1CC2B0D24B6,20608.47,2024-09-21T18:50:24+00:00,Wire transfer ACC0068
TXN-1FD945E735E6,13780.22,2024-12-08T18:25:51+00:00,Deposit ref ACC0013
TXN-F6B2A44B931E,39154.31,2024-04-10T23:38:53+00:00,Deposit ref ACC0010
TXN-5957A7B5C81E,14828.73,2024-09-10T00:40:58+00:00,Wire transfer ACC0006
TXN-E4F66C616D0B,15366.94,2024-04-28T14:23:00+00:00,ACH credit ACC0028
TXN-D4DF982FBA7F,46731.87,2024-01-14T07:00:10+00:00,Settlement ACC0095
TXN-2B717FC71CCD,24280.41,2024-03-26T00:44:42+00:00,ACH credit ACC0035
TXN-E2CEEB7FE86C,3919.2,2024-08-23T02:33:35+00:00,Wire transfer ACC0068
TXN-896B691AFE13,39591.07,2024-06-10T03:05:12+00:00,ACH credit ACC0067
TXN-F99DD08929F1,29493.58,2024-11-08T04:56:38+00:00,Wire transfer ACC0081
TXN-C4C5BE225966,20365.68,2024-05-12T20:52:13+00:00,Wire transfer ACC0055
TXN-5EB7E35DFDEA,17592.93,2024-11-17T15:15:06+00:00,Deposit ref ACC0053
TXN-68B46310013F,6127.59,2024-01-30T19:51:49+00:00,Payment from ACC0085
TXN-7487A77DB7F6,27635.76,2024-09-30T10:07:45+00:00,Settlement ACC0040
TXN-7FB8C060335C,28824.93,2024-04-20T16:44:11+00:00,Payment from ACC0031
TXN-B93F6FE28B50,13369.1,2024-04-23T21:11:31+00:00,ACH credit ACC0070
TXN-75E6146F33D5,28884.34,2024-06-27T07:59:17+00:00,Wire transfer ACC0027
TXN-023AD9153E1E,46981.44,2024-10-30T18:35:44+00:00,Wire transfer ACC0001
TXN-EF71F75C4EBD,16507.98,2024-09-26T09:54:08+00:00,Payment from ACC0013
TXN-D15B184584FF,20847.95,2024-04-21T23:31:33+00:00,Settlement ACC0068
TXN-B6F642FFD3C3,32154.53,2024-12-11T13:33:06+00:00,Settlement ACC0036
TXN-94D7512B3759,1438.28,2024-09-14T16:43:34+00:00,ACH credit ACC0022
TXN-FFDAF9D53B24,17931.27,2024-04-26T14:01:06+00:00,Wire transfer ACC0086
TXN-03FB101356D6,20385.89,2024-07-29T17:30:08+00:00,Settlement ACC0054
TXN-8B7F3247E4D9,30655.25,2024-11-10T13:36:18+00:00,Wire transfer ACC0051
TXN-5D61E47A7DE7,45897.66,2024-05-30T10:59:02+00:00,Settlement ACC0048
TXN-EEEA57A88FD6,19411.08,2024-06-03T07:37:01+00:00,Deposit ref ACC0012
TXN-3D4A582B58E8,39224.09,2024-12-01T10:26:12+00:00,Settlement ACC0077
TXN-4879D0586CAE,20798.12,2024-08-01T07:14:11+00:00,Settlement ACC0048
TXN-50A449023EAB,7296.81,2024-05-12T02:33:28+00:00,Deposit ref ACC0034
TXN-8BB9497B6E4E,20290.48,2024-03-12T18:45:34+00:00,Payment from ACC0099
TXN-1268EE998BEE,1569.4,2024-08-13T23:36:44+00:00,Deposit ref ACC0081
TXN-7D02718A4F3A,44634.27,2024-06-12T18:59:46+00:00,Settlement ACC0074
TXN-EF4371B4D25E,42203.03,2024-06-06T00:14:48+00:00,Payment from ACC0077
TXN-D4000BD6ECC2,17583.17,2024-02-05T06:07:28+00:00,Wire transfer ACC0086
TXN-5DDB7CFF33B8,31219.61,2024-04-21T09:18:56+00:00,Settlement ACC0095
TXN-4F7FFE3856B7,6239.81,2024-02-12T17:10:56+00:00,Deposit ref ACC0035
TXN-7ACC9EC2CFD5,6182.34,2024-10-14T06:05:02+00:00,Deposit ref ACC0052
TXN-1F7544968A32,27777.67,2024-02-05T18:09:00+00:00,Settlement ACC0003
TXN-052FED718508,11718.64,2024-01-18T13:20:00+00:00,Wire transfer ACC0021
TXN-F27126BC0509,2019.91,2024-04-07T02:07:52+00:00,Payment from ACC0092
TXN-C53024A9D704,42980.99,2024-07-14T20:58:17+00:00,Settlement ACC0067
TXN-6264C7D4C775,29545.64,2024-06-26T07:17:35+00:00,Deposit ref ACC0023
TXN-57CB1454C9EA,23400.68,2024-10-07T19:27:24+00:00,Settlement ACC0018
TXN-4E95C42CBDF9,8402.47,2024-03-05T20:59:35+00:00,Payment from ACC0086
TXN-F75EDF0ED7F4,9722.26,2024-08-23T05:27:16+00:00,ACH credit ACC0051
TXN-D838B75FC947,38809.58,2024-03-16T03:31:45+00:00,ACH credit ACC0026
TXN-5CE2E66BD8EE,42277.23,2024-02-27T14:36:48+00:00,ACH credit ACC0099
TXN-DE7CF697A360,41568.94,2024-10-26T11:09:09+00:00,Deposit ref ACC0024
TXN-1FA5920126A4,47271.33,2024-01-17T20:11:29+00:00,Deposit ref ACC0029
TXN-79491D314906,17594.76,2024-07-27T20:19:14+00:00,Payment from ACC0025
