transaction_id,account_id,amount,currency,timestamp,description,status
TXN-1C78912760B5,ACC0049,44789.07,USD,2024-06-02T05:18:32+00:00,ACH credit ACC0049,settled
TXN-500AF4F49823,ACC0098,45323.79,USD,2024-04-26T14:21:39+00:00,Deposit ref ACC0098,settled
TXN-4E8C4DFD8BB9,ACC0073,25888.71,USD,2024-07-22T23:09:34+00:00,Deposit ref ACC0073,settled
TXN-86E69CF93C57,ACC0091,32010.68,USD,2024-04-22T10:28:38+00:00,Payment from ACC0091,settled
TXN-EAB8E0EF97D8,ACC0040,47240.15,USD,2024-03-02T11:29:08+00:00,Deposit ref ACC0040,settled
TXN-EE78CECA7B34,ACC0052,45123.12,USD,2024-03-04T22:31:45+00:00,Settlement ACC0052,settled
TXN-23AE2F49B291,ACC0064,48241.57,USD,2024-02-19T00:42:01+00:00,Deposit ref ACC0064,settled
TXN-DDBD61B77B2B,ACC0050,9501.57,USD,2024-09-22T08:06:39+00:00,Settlement ACC0050,settled
TXN-8407FA55A818,ACC0036,8924.48,USD,2024-08-06T21:41:23+00:00,Payment from ACC0036,settled
TXN-B2AC7036CA93,ACC0036,37346.02,USD,2024-10-29T06:21:55+00:00,Wire transfer ACC0036,settled
TXN-989046317C0F,ACC0065,49890.67,USD,2024-09-01T19:02:56+00:00,Deposit ref ACC0065,settled
TXN-1A2B4292DC13,ACC0087,14311.61,USD,2024-03-19T03:15:08+00:00,Wire transfer ACC0087,settled
TXN-F1BCD28C3A0E,ACC0005,13630.19,USD,2024-02-18T00:26:04+00:00,Settlement ACC0005,settled
TXN-C673271A7F8E,ACC0034,23899.21,USD,2024-11-02T19:18:59+00:00,Wire transfer ACC0034,settled
TXN-AD4F4B67F91E,ACC0048,41586.51,USD,2024-01-30T19:11:05+00:00,Payment from ACC0048,settled
TXN-58496D8FCFCF,ACC0071,35286.32,USD,2024-08-05T20:01:51+00:00,Payment from ACC0071,settled
TXN-733CC5800611,ACC0023,48964.12,USD,2024-04-10T17:21:19+00:00,Settlement ACC0023,settled
TXN-27F9DBDE2C68,ACC0003,11428.63,USD,2024-10-09T09:42:16+00:00,Wire transfer ACC0003,settled
TXN-4D8CF09A37BE,ACC0041,43121.07,USD,2024-03-11T01:02:48+00:00,Payment from ACC0041,settled
TXN-F3C6BF189092,ACC0073,6598.45,USD,2024-11-11T16:19:14+00:00,Settlement ACC0073,settled
TXN-85EEBCC0486C,ACC0086,36327.5,USD,2024-05-25T02:58:15+00:00,Settlement ACC0086,settled
TXN-43BE02259A44,ACC0084,3440.23,USD,2024-09-10T02:47:37+00:00,Payment from ACC0084,settled
TXN-FE4ABF0217AE,ACC0072,40304.12,USD,2024-03-23T11:07:58+00:00,Payment from ACC0072,settled
TXN-855F686C3CA9,ACC0041,44421.54,USD,2024-03-11T22:07:55+00:00,Deposit ref ACC0041,settled
TXN-0B11A77EC991,ACC0089,41572.49,USD,2024-07-23T03:26:21+00:00,Deposit ref ACC0089,settled
TXN-A75E7533FE84,ACC0026,22698.78,USD,2024-02-04T15:16:53+00:00,Wire transfer ACC0026,settled
TXN-1E85332D3077,ACC0093,2150.3,USD,2024-02-15T21:35:01+00:00,Wire transfer ACC0093,settled
TXN-F1F25905AF21,ACC0039,21431.91,USD,2024-08-17T00:18:59+00:00,Settlement ACC0039,settled
TXN-35A00B35FA0C,ACC0097,25622.19,USD,2024-05-14T01:14:39+00:00,Settlement ACC0097,settled
TXN-2E2D9F51124D,ACC0074,43348.57,USD,2024-05-28T02:08:47+00:00,Wire transfer ACC0074,settled
TXN-4A696F121328,ACC0066,42924.36,USD,2024-10-22T08:15:41+00:00,ACH credit ACC0066,settled
TXN-B09FF898FE8F,ACC0077,5412.88,USD,2024-06-18T18:44:25+00:00,Settlement ACC0077,settled
TXN-DFDFAF8BD362,ACC0087,14226.18,USD,2024-09-13T16:15:49+00:00,Deposit ref ACC0087,settled
TXN-5D50726A2847,ACC0018,7693.03,USD,2024-05-08T06:09:28+00:00,Deposit ref ACC0018,settled
TXN-EF31C56A3AB6,ACC0099,34419.73,USD,2024-03-14T18:36:42+00:00,ACH credit ACC0099,settled
TXN-4F695DF34629,ACC0044,31526.65,USD,2024-09-22T15:52:43+00:00,Deposit ref ACC0044,settled
TXN-E0BD23E04C09,ACC0015,33450.23,USD,2024-06-22T01:55:11+00:00,Wire transfer ACC0015,settled
TXN-1DFE4B6ED020,ACC0022,3752.51,USD,2024-07-09T22:29:28+00:00,ACH credit ACC0022,settled
TXN-FAAD3CFDE077,ACC0065,7451.0,USD,2024-11-14T01:35:27+00:00,Settlement ACC0065,settled
TXN-957393568CFF,ACC0038,32312.03,USD,2024-10-31T09:33:37+00:00,Wire transfer ACC0038,settled
TXN-5CC5D3C23744,ACC0035,31143.66,USD,2024-09-29T03:14:34+00:00,Wire transfer ACC0035,settled
TXN-2D7F81A8A884,ACC0080,27168.04,USD,2024-08-07T15:32:14+00:00,ACH credit ACC0080,settled
TXN-4B4918C5DB97,ACC0043,44320.55,USD,2024-03-02T03:02:52+00:00,Deposit ref ACC0043,settled
TXN-7A0AD72C10D0,ACC0012,4672.34,USD,2024-06-18T21:03:34+00:00,Payment from ACC0012,settled
TXN-33760081DC45,ACC0093,29033.98,USD,2024-05-08T11:45:15+00:00,ACH credit ACC0093,settled
TXN-1205EC0CE8AD,ACC0025,48104.26,USD,2024-02-15T13:27:58+00:00,Settlement ACC0025,settled
TXN-4F9989C1107E,ACC0033,30546.48,USD,2024-03-13T20:01:52+00:00,Payment from ACC0033,settled
TXN-F12EDDB80B99,ACC0015,30881.97,USD,2024-02-16T20:53:38+00:00,Deposit ref ACC0015,settled
TXN-0B22476BD28F,ACC0063,26351.44,USD,2024-04-29T18:40:37+00:00,Payment from ACC0063,settled
TXN-A2A47517BFEE,ACC0066,26962.49,USD,2024-11-04T06:02:20+00:00,Wire transfer ACC0066,settled
TXN-F35AD884F457,ACC0067,5332.46,USD,2024-05-27T21:58:07+00:00,Wire transfer ACC0067,settled
TXN-C1C269F6810F,ACC0024,42712.05,USD,2024-02-18T13:27:23+00:00,Wire transfer ACC0024,settled
TXN-E826F3777443,ACC0033,8656.25,USD,2024-09-23T19:50:22+00:00,ACH credit ACC0033,settled
TXN-12C411758A21,ACC0053,36130.65,USD,2024-06-21T10:08:03+00:00,Payment from ACC0053,settled
TXN-43890C57E178,ACC0043,46236.71,USD,2024-09-07T16:09:42+00:00,Settlement ACC0043,settled
TXN-FF4DADC5C0BE,ACC0068,6713.3,USD,2024-04-04T07:36:19+00:00,ACH credit ACC0068,settled
TXN-B7B134756F6F,ACC0093,13865.92,USD,2024-06-15T22:03:03+00:00,Wire transfer ACC0093,settled
TXN-AEE1A95F04F2,ACC0098,19645.63,USD,2024-02-01T12:21:41+00:00,Payment from ACC0098,settled
TXN-9F700B9D2C60,ACC0047,20305.37,USD,2024-02-11T12:17:44+00:00,ACH credit ACC0047,settled
TXN-EC644649A801,ACC0041,3400.02,USD,2024-07-25T23:33:41+00:00,Payment from ACC0041,settled
TXN-847D717727B9,ACC0013,26302.29,USD,2024-06-26T10:52:42+00:00,Payment from ACC0013,settled
TXN-DA14C0E4DB94,ACC0097,23442.23,USD,2024-11-12T06:44:12+00:00,Settlement ACC0097,settled
TXN-C1E0849A239F,ACC0061,13562.04,USD,2024-12-24T21:47:19+00:00,Payment from ACC0061,settled
TXN-69D72EA650BB,ACC0003,45701.77,USD,2024-02-21T22:24:51+00:00,Payment from ACC0003,settled
TXN-1F9F924EDA0A,ACC0027,10914.64,USD,2024-10-17T15:25:50+00:00,Wire transfer ACC0027,settled
TXN-CEDE40396AEE,ACC0028,26966.3,USD,2024-10-07T22:08:04+00:00,Deposit ref ACC0028,settled
TXN-2A57633DE44F,ACC0029,9986.65,USD,2024-12-22T16:35:31+00:00,Settlement ACC0029,settled
TXN-17C024A93995,ACC0070,26168.06,USD,2024-04-10T10:52:02+00:00,Deposit ref ACC0070,settled
TXN-E2B2C0F26E71,ACC0037,4202.92,USD,2024-03-03T06:13:09+00:00,ACH credit ACC0037,settled
TXN-549FC7FCCCBE,ACC0072,8471.09,USD,2024-12-01T20:46:42+00:00,Settlement ACC0072,settled
TXN-9E7B20BCBEFB,ACC0021,11902.89,USD,2024-01-16T23:33:33+00:00,ACH credit ACC0021,settled
TXN-E05BF9F931FD,ACC0049,16028.64,USD,2024-03-09T15:10:15+00:00,Deposit ref ACC0049,settled
TXN-E791A5BD43CA,ACC0053,38531.21,USD,2024-11-24T06:15:36+00:00,Payment from ACC0053,settled
TXN-7EC6CD3CC771,ACC0083,33876.82,USD,2024-06-04T04:42:26+00:00,ACH credit ACC0083,settled
TXN-7461531753D4,ACC0030,29365.58,USD,2024-01-17T13:59:16+00:00,ACH credit ACC0030,settled
TXN-E4518DFC7CDC,ACC0016,14399.28,USD,2024-07-07T23:46:25+00:00,Settlement ACC0016,settled
TXN-87B219DF7ABE,ACC0082,25396.1,USD,2024-06-11T23:22:41+00:00,ACH credit ACC0082,settled
TXN-5D6229CA3448,ACC0088,30556.05,USD,2024-02-19T23:13:46+00:00,Payment from ACC0088,settled
TXN-47297546D36C,ACC0015,25556.67,USD,2024-04-02T00:48:06+00:00,Wire transfer ACC0015,settled
TXN-BD61603240CC,ACC0032,18482.66,USD,2024-03-02T06:18:25+00:00,Settlement ACC0032,settled
TXN-99FD8822FC13,ACC0014,24825.28,USD,2024-10-18T22:36:04+00:00,Deposit ref ACC0014,settled
TXN-2A9907E8D719,ACC0039,45316.91,USD,2024-09-12T12:04:11+00:00,ACH credit ACC0039,settled
TXN-C90F6BDC37D3,ACC0024,3435.38,USD,2024-01-27T09:26:28+00:00,Wire transfer ACC0024,settled
TXN-B00CA6B52409,ACC0061,33425.16,USD,2024-11-18T20:42:56+00:00,Settlement ACC0061,settled
TXN-00C476900A4B,ACC0007,23253.39,USD,2024-01-04T05:40:48+00:00,Payment from ACC0007,settled
TXN-7E05AE0D0791,ACC0006,38156.49,USD,2024-08-16T02:16:26+00:00,Wire transfer ACC0006,settled
TXN-8B0179BD4CA2,ACC0071,46766.06,USD,2024-11-21T18:19:58+00:00,Deposit ref ACC0071,settled
TXN-28BDC7A3860D,ACC0058,7459.98,USD,2024-02-25T00:07:29+00:00,Settlement ACC0058,settled
TXN-BF329DED16B3,ACC0090,26664.86,USD,2024-04-04T23:58:05+00:00,Settlement ACC0090,settled
TXN-F2F3BB867AF4,ACC0097,1376.98,USD,2024-10-08T20:49:06+00:00,Deposit ref ACC0097,settled
TXN-960C00135BCB,ACC0052,25785.52,USD,2024-04-18T01:15:04+00:00,ACH credit ACC0052,settled
TXN-BDB06ED607E0,ACC0080,7772.17,USD,2024-09-11T07:28:58+00:00,Settlement ACC0080,settled
TXN-95236DACE685,ACC0078,14473.2,USD,2024-04-01T07:46:45+00:00,Deposit ref ACC0078,settled
TXN-C207B1859E9C,ACC0019,43006.45,EUR,2024-01-01T20:59:06+00:00,FX transfer EUR ACC0019,settled
TXN-FEB18F66D777,ACC0017,19016.57,USD,2024-09-30T06:41:29+00:00,Wire transfer ACC0017,settled
TXN-9A0D64A8162A,ACC0062,32967.62,USD,2024-01-07T02:37:50+00:00,Payment from ACC0062,settled
TXN-7F83B790081F,ACC0085,10085.43,USD,2024-09-03T15:06:34+00:00,Wire transfer ACC0085,settled
TXN-EF46F4F7441D,ACC0053,15939.47,USD,2024-11-18T10:09:31+00:00,Payment from ACC0053,settled
TXN-8C75B9D03DD6,ACC0018,25199.75,USD,2024-04-22T08:07:50+00:00,Wire transfer ACC0018,settled
TXN-291EB31ED0F1,ACC0073,3506.06,USD,2024-02-04T20:12:19+00:00,Settlement ACC0073,settled
TXN-0A8782CB219D,ACC0070,35179.96,USD,2024-08-25T13:14:59+00:00,Deposit ref ACC0070,settled
TXN-FA821FE2040C,ACC0035,12459.04,USD,2024-11-28T11:48:10+00:00,Payment from ACC0035,settled
TXN-2EDA7A2A5DEA,ACC0006,9825.59,USD,2024-01-13T17:39:00+00:00,Deposit ref ACC0006,settled
TXN-4CAAF814F17A,ACC0094,46722.3,USD,2024-03-28T09:49:14+00:00,Payment from ACC0094,settled
TXN-09357362CC9F,ACC0026,17243.61,USD,2024-06-04T20:30:06+00:00,Payment from ACC0026,settled
TXN-F98CA9A3945C,ACC0087,10545.51,USD,2024-08-13T15:23:20+00:00,Payment from ACC0087,settled
TXN-927A82B80F32,ACC0004,41628.17,USD,2024-03-04T18:52:43+00:00,Settlement ACC0004,pending
TXN-0DC282A7F34C,ACC0061,12194.11,USD,2024-08-02T02:09:46+00:00,Wire transfer ACC0061,settled
TXN-4E125FA832B1,ACC0020,8956.26,USD,2024-11-29T00:20:28+00:00,Payment from ACC0020,settled
TXN-401087E7FFBB,ACC0100,4704.57,USD,2024-04-28T07:05:56+00:00,ACH credit ACC0100,settled
TXN-D54F576F4494,ACC0023,24418.94,USD,2024-12-15T03:30:42+00:00,Deposit ref ACC0023,settled
TXN-0DF5402B27AC,ACC0088,44212.35,USD,2024-11-15T12:54:38+00:00,Payment from ACC0088,settled
TXN-0A92F34E6FAB,ACC0002,35403.84,USD,2024-02-19T03:50:19+00:00,ACH credit ACC0002,settled
TXN-9C7B0754899A,ACC0080,39419.2,USD,2024-09-10T05:25:34+00:00,Settlement ACC0080,settled
TXN-C37E434D31A3,ACC0063,38202.92,USD,2024-08-08T22:06:53+00:00,Settlement ACC0063,settled
TXN-299AC49C87C8,ACC0098,46999.97,USD,2024-01-22T11:30:09+00:00,Settlement ACC0098,settled
TXN-922B75E3B2E2,ACC0053,5651.15,USD,2024-05-02T01:18:16+00:00,Payment from ACC0053,settled
TXN-E89476BC5DE1,ACC0051,10787.32,USD,2024-11-16T05:24:05+00:00,Wire transfer ACC0051,settled
TXN-5336F3E3224C,ACC0094,32971.87,USD,2024-05-07T15:00:50+00:00,Settlement ACC0094,settled
TXN-48A1C4FCA626,ACC0039,28416.6,USD,2024-06-22T04:51:21+00:00,Payment from ACC0039,settled
TXN-BF960763F1FA,ACC0069,34863.33,USD,2024-04-28T07:38:49+00:00,ACH credit ACC0069,settled
TXN-CE07BE321CB7,ACC0053,49065.7,USD,2024-07-25T04:55:39+00:00,ACH credit ACC0053,settled
TXN-BE2D54AD88B4,ACC0038,14590.29,USD,2024-09-05T03:24:47+00:00,Payment from ACC0038,settled
TXN-FAC548E8A6D9,ACC0028,7398.81,USD,2024-09-21T05:22:29+00:00,Deposit ref ACC0028,settled
TXN-2BDA7402BD31,ACC0085,35716.42,USD,2024-10-11T01:36:23+00:00,ACH credit ACC0085,settled
TXN-98AF8CC6802D,ACC0077,24366.66,USD,2024-08-09T02:32:00+00:00,Payment from ACC0077,settled
TXN-A1D3C57587E9,ACC0098,49819.64,USD,2024-03-26T05:03:51+00:00,Deposit ref ACC0098,settled
TXN-2240F55E0CAD,ACC0083,39167.45,USD,2024-08-11T14:27:37+00:00,Payment from ACC0083,settled
TXN-71C60B1F85BB,ACC0014,45707.12,USD,2024-03-25T23:13:20+00:00,ACH credit ACC0014,settled
TXN-11C7109C9D3B,ACC0001,33105.24,USD,2024-12-10T00:11:13+00:00,Wire transfer ACC0001,settled
TXN-ABD34288157E,ACC0093,3851.26,USD,2024-02-02T13:40:52+00:00,Deposit ref ACC0093,settled
TXN-52D861BE8EA9,ACC0063,44744.93,USD,2024-04-12T22:01:12+00:00,Payment from ACC0063,settled
TXN-7A4CBF850820,ACC0094,43611.54,USD,2024-06-17T21:27:01+00:00,Payment from ACC0094,settled
TXN-00A7BF8282C3,ACC0017,42576.62,USD,2024-08-14T20:02:27+00:00,Settlement ACC0017,settled
TXN-0EC2F7FBEC10,ACC0093,17798.31,USD,2024-02-20T07:11:05+00:00,Payment from ACC0093,settled
TXN-D8905C82E2B8,ACC0090,36329.62,USD,2024-12-16T09:26:13+00:00,Wire transfer ACC0090,settled
TXN-833063D8E8BC,ACC0059,42266.74,USD,2024-03-18T08:50:13+00:00,Settlement ACC0059,settled
TXN-E9C71D265484,ACC0039,22907.55,USD,2024-01-13T02:20:42+00:00,Payment from ACC0039,settled
TXN-3DC5E1797A2F,ACC0052,17733.07,USD,2024-02-09T08:32:11+00:00,Settlement ACC0052,settled
TXN-FB06D176BABC,ACC0034,18054.49,USD,2024-08-05T14:50:27+00:00,Deposit ref ACC0034,settled
TXN-627B958D0637,ACC0002,19825.57,USD,2024-06-13T12:25:54+00:00,Settlement ACC0002,settled
TXN-DAFB4B0354E2,ACC0075,17411.28,USD,2024-11-12T17:08:58+00:00,ACH credit ACC0075,settled
TXN-5D903E9D00A9,ACC0004,30099.44,USD,2024-12-03T11:42:58+00:00,Deposit ref ACC0004,settled
TXN-E6AE190AD3BE,ACC0012,37735.43,USD,2024-05-18T16:14:11+00:00,ACH credit ACC0012,settled
TXN-CBD32AD64245,ACC0015,14682.07,USD,2024-03-02T10:08:13+00:00,Settlement ACC0015,settled
TXN-6C4D086DD383,ACC0095,29863.83,USD,2024-01-29T08:55:39+00:00,Payment from ACC0095,settled
TXN-2FC33D20CC75,ACC0008,49624.39,USD,2024-12-02T17:28:09+00:00,Wire transfer ACC0008,settled
TXN-E912E0CBA629,ACC0054,885.77,USD,2024-05-06T01:47:40+00:00,ACH credit ACC0054,settled
TXN-871E2866D22C,ACC0052,40856.99,USD,2024-01-31T14:45:15+00:00,Settlement ACC0052,settled
TXN-795879BCFB6D,ACC0013,41960.42,USD,2024-09-09T10:04:21+00:00,ACH credit ACC0013,settled
TXN-B3F74327EC5B,ACC0074,11384.89,USD,2024-01-20T22:39:53+00:00,Deposit ref ACC0074,settled
TXN-B4980421B633,ACC0062,5646.93,USD,2024-09-23T07:58:17+00:00,Deposit ref ACC0062,settled
TXN-D2A5233F4AD5,ACC0004,30973.67,USD,2024-01-23T02:10:40+00:00,Deposit ref ACC0004,settled
TXN-F152D103BFF5,ACC0002,6856.1,USD,2024-04-19T07:00:13+00:00,ACH credit ACC0002,settled
TXN-0E971ABA62D6,ACC0051,7860.2,USD,2024-02-13T00:12:30+00:00,Wire transfer ACC0051,settled
TXN-E36ADB1694A5,ACC0100,43141.7,USD,2024-05-21T00:56:29+00:00,Deposit ref ACC0100,settled
TXN-113FA5DC0987,ACC0096,47092.83,USD,2024-08-13T03:40:27+00:00,ACH credit ACC0096,settled
TXN-DD55EEF0B8FB,ACC0070,26856.43,USD,2024-02-05T16:59:40+00:00,ACH credit ACC0070,settled
TXN-8B62F2FC0E10,ACC0052,14831.86,USD,2024-12-15T21:31:27+00:00,Deposit ref ACC0052,settled
TXN-B75467858ACB,ACC0037,49746.49,USD,2024-04-01T20:24:35+00:00,Wire transfer ACC0037,settled
TXN-E85AF02B8F1A,ACC0030,13288.59,USD,2024-01-30T11:19:53+00:00,ACH credit ACC0030,settled
TXN-721B65FA4A07,ACC0016,18866.14,USD,2024-06-15T09:58:56+00:00,ACH credit ACC0016,settled
TXN-D973B17EBD21,ACC0004,2633.63,USD,2024-11-23T08:20:01+00:00,Wire transfer ACC0004,settled
TXN-696B4E47D393,ACC0066,45303.69,USD,2024-08-10T21:44:39+00:00,ACH credit ACC0066,settled
TXN-66DE0C47B4B3,ACC0029,2104.16,USD,2024-04-27T15:19:42+00:00,Payment from ACC0029,settled
TXN-F4064C033D36,ACC0079,41905.14,USD,2024-07-22T06:29:39+00:00,Deposit ref ACC0079,settled
TXN-99F8EFE4C017,ACC0047,48760.62,USD,2024-05-11T12:16:32+00:00,Wire transfer ACC0047,settled
TXN-283720121E86,ACC0066,47987.47,USD,2024-10-19T23:16:18+00:00,ACH credit ACC0066,settled
TXN-16BA2222DF7E,ACC0087,29241.92,USD,2024-02-23T15:33:34+00:00,Deposit ref ACC0087,settled
TXN-B2ED9FA6597F,ACC0082,1790.4,USD,2024-02-13T08:57:49+00:00,ACH credit ACC0082,settled
TXN-5BE30B80138D,ACC0068,20545.65,USD,2024-06-08T00:11:49+00:00,Deposit ref ACC0068,settled
TXN-6F1DE1C23345,ACC0020,20265.12,USD,2024-08-06T15:33:15+00:00,Payment from ACC0020,settled
TXN-67288EA19C49,ACC0044,9157.65,USD,2024-04-30T20:33:04+00:00,ACH credit ACC0044,settled
TXN-6ACBFFC9E8AB,ACC0064,37438.46,USD,2024-11-26T20:55:18+00:00,Deposit ref ACC0064,settled
TXN-3D362344C4FE,ACC0071,6897.14,USD,2024-06-19T02:00:59+00:00,Payment from ACC0071,settled
TXN-922258334892,ACC0037,6102.49,USD,2024-09-19T18:34:35+00:00,Deposit ref ACC0037,settled
TXN-4F243E81720E,ACC0088,49897.74,USD,2024-12-10T21:30:37+00:00,Deposit ref ACC0088,settled
TXN-7386A4EFDECB,ACC0052,29448.76,USD,2024-07-09T20:51:38+00:00,Payment from ACC0052,settled
TXN-72E16060309C,ACC0007,48614.79,USD,2024-09-06T20:08:25+00:00,Settlement ACC0007,settled
TXN-036A565DE66B,ACC0093,8722.48,USD,2024-11-25T03:35:28+00:00,Deposit ref ACC0093,settled
TXN-741F12EA0472,ACC0005,6320.24,USD,2024-04-01T15:38:10+00:00,ACH credit ACC0005,settled
TXN-4B45006F2DBB,ACC0001,20894.41,USD,2024-01-18T04:11:57+00:00,Payment from ACC0001,settled
TXN-D060BCD09DDE,ACC0071,32091.05,USD,2024-10-16T17:24:04+00:00,Settlement ACC0071,settled
TXN-9DA3CBEF4586,ACC0001,43446.7,USD,2024-11-25T00:10:18+00:00,Payment from ACC0001,settled
TXN-6037DCAC2363,ACC0006,28191.33,USD,2024-11-02T21:26:14+00:00,Settlement ACC0006,settled
TXN-3F0D36234347,ACC0060,19943.25,USD,2024-04-27T00:56:42+00:00,Settlement ACC0060,settled
TXN-FC92D46C0298,ACC0050,30569.31,USD,2024-08-15T23:16:49+00:00,Payment from ACC0050,settled
TXN-9D2B0C8B7DE4,ACC0068,42462.55,USD,2024-07-16T13:51:09+00:00,ACH credit ACC0068,settled
TXN-7158E2855BB4,ACC0036,15883.76,USD,2024-11-01T15:06:00+00:00,Payment from ACC0036,settled
TXN-306B2C1A9BD5,ACC0050,47755.29,USD,2024-12-02T04:54:14+00:00,Wire transfer ACC0050,settled
TXN-49AC6A45955A,ACC0029,48895.0,USD,2024-09-17T03:24:06+00:00,ACH credit ACC0029,settled
TXN-139DF9CE397F,ACC0070,4994.11,USD,2024-06-21T11:20:35+00:00,Deposit ref ACC0070,settled
TXN-C5923CC03A77,ACC0029,47600.91,USD,2024-06-23T11:18:46+00:00,Wire transfer ACC0029,settled
TXN-97E50259B5DA,ACC0014,34051.23,USD,2024-08-01T01:01:29+00:00,Settlement ACC0014,settled
TXN-D42AB3944AA1,ACC0089,10469.12,USD,2024-08-06T10:02:11+00:00,Settlement ACC0089,settled
TXN-F79BCC39BE4A,ACC0027,33520.05,USD,2024-10-27T10:18:33+00:00,Wire transfer ACC0027,settled
TXN-2BD6D1C8AB7E,ACC0030,11185.31,USD,2024-02-14T22:18:31+00:00,ACH credit ACC0030,settled
TXN-3BFA80FAAA00,ACC0053,5525.7,USD,2024-05-23T12:47:27+00:00,Deposit ref ACC0053,settled
TXN-F6CEE61FEFE2,ACC0083,4209.87,USD,2024-08-31T03:21:23+00:00,USD normalised FX booking ACC0083,settled
TXN-E512B67DF76C,ACC0071,31673.49,USD,2024-07-29T06:14:24+00:00,Payment from ACC0071,settled
TXN-EF2C4875226E,ACC0053,19070.72,USD,2024-07-03T05:47:56+00:00,Wire transfer ACC0053,settled
TXN-07F5BBC1CFBD,ACC0082,11159.02,USD,2024-03-30T10:18:33+00:00,Settlement ACC0082,settled
TXN-F03AFCC5BF15,ACC0029,8748.96,USD,2024-05-22T13:09:45+00:00,Wire transfer ACC0029,settled
TXN-F5066F34A7AA,ACC0059,47513.2,USD,2024-05-07T02:33:25+00:00,Deposit ref ACC0059,settled
TXN-55E17FD13730,ACC0064,8824.43,USD,2024-09-17T06:10:55+00:00,Payment from ACC0064,settled
TXN-CE0340AA4FEF,ACC0054,29371.14,USD,2024-10-09T04:23:41+00:00,Wire transfer ACC0054,settled
TXN-0CEEE96C9241,ACC0075,5124.58,USD,2024-07-17T15:39:12+00:00,ACH credit ACC0075,settled
TXN-FBAA50BE08C7,ACC0054,32749.55,USD,2024-11-19T18:34:57+00:00,Settlement ACC0054,settled
TXN-4B7EA02AA540,ACC0030,34484.98,USD,2024-06-26T02:50:37+00:00,Wire transfer ACC0030,settled
TXN-D492360DEECD,ACC0085,26227.16,USD,2024-06-20T06:34:48+00:00,ACH credit ACC0085,settled
TXN-6E3F9B01E72F,ACC0002,14599.45,USD,2024-05-30T14:33:13+00:00,Payment from ACC0002,settled
TXN-1617F51A1910,ACC0078,37675.91,USD,2024-12-25T01:06:44+00:00,Wire transfer ACC0078,settled
TXN-C5A36EB4E10F,ACC0049,13905.9,USD,2024-09-03T21:00:30+00:00,ACH credit ACC0049,settled
TXN-B1D600C1D9EA,ACC0046,38344.43,USD,2024-08-02T17:20:50+00:00,Payment from ACC0046,settled
TXN-72869AC52691,ACC0041,25552.91,USD,2024-02-07T02:53:41+00:00,Settlement ACC0041,settled
TXN-320D33F9491B,ACC0034,40537.86,USD,2024-10-03T05:51:31+00:00,Payment from ACC0034,settled
TXN-5AFDDD90544A,ACC0049,38132.97,USD,2024-09-09T03:05:42+00:00,Payment from ACC0049,settled
TXN-500374CE27AE,ACC0074,34303.74,USD,2024-11-12T04:48:25+00:00,Payment from ACC0074,settled
TXN-80202E755E22,ACC0009,32901.51,USD,2024-04-18T03:24:47+00:00,Deposit ref ACC0009,settled
TXN-8B6AF55DB11F,ACC0075,27720.28,USD,2024-11-03T12:16:36+00:00,Payment from ACC0075,settled
TXN-72141C662A3A,ACC0092,6794.71,USD,2024-10-13T14:53:12+00:00,Wire transfer ACC0092,settled
TXN-8242A5943BB8,ACC0003,41248.0,USD,2024-02-09T22:18:29+00:00,Deposit ref ACC0003,settled
TXN-20202CFE35CF,ACC0071,44497.33,USD,2024-09-13T04:23:50+00:00,Settlement ACC0071,settled
TXN-C753B044C9EB,ACC0009,9454.52,USD,2024-12-28T18:38:53+00:00,ACH credit ACC0009,settled
TXN-79232B3BDA69,ACC0002,35231.36,USD,2024-09-20T06:45:19+00:00,Deposit ref ACC0002,settled
TXN-48AFBAEEBCD7,ACC0041,7397.53,USD,2024-06-22T11:30:10+00:00,Settlement ACC0041,settled
TXN-7905B0694DE5,ACC0094,14189.62,USD,2024-08-19T11:47:41+00:00,Payment from ACC0094,settled
TXN-AD08DDFBAA19,ACC0017,37846.77,USD,2024-03-03T22:49:02+00:00,Deposit ref ACC0017,settled
TXN-82E60306489B,ACC0015,6634.25,USD,2024-10-09T02:38:32+00:00,Payment from ACC0015,settled
TXN-1268EE998BEE,ACC0081,1569.4,USD,2024-08-13T23:36:44+00:00,Deposit ref ACC0081,settled
TXN-B2F2280BAD26,ACC0040,28435.79,USD,2024-01-24T09:23:13+00:00,Deposit ref ACC0040,settled
TXN-C484CFADDD14,ACC0069,37378.31,USD,2024-07-31T02:19:19+00:00,Deposit ref ACC0069,settled
TXN-6C5D1F4A5DE0,ACC0059,4908.41,USD,2024-10-03T08:58:10+00:00,Settlement ACC0059,settled
TXN-8F199C2A3711,ACC0016,607.73,USD,2024-11-18T11:37:51+00:00,Wire transfer ACC0016,settled
TXN-9AE3B93473BA,ACC0059,17051.39,USD,2024-05-23T17:08:41+00:00,ACH credit ACC0059,settled
TXN-D2E5C8DA4ACF,ACC0012,3671.67,USD,2024-03-10T03:00:25+00:00,ACH credit ACC0012,settled
TXN-04B860B7ACA0,ACC0061,6962.05,USD,2024-08-03T16:54:15+00:00,Settlement ACC0061,settled
TXN-3BA5BA2FAC32,ACC0087,23825.89,USD,2024-10-22T02:52:04+00:00,Wire transfer ACC0087,settled
